Timestamp,Seg01,Seg02,Seg03,Seg04,Seg05,Seg06,Seg07,Seg08,Seg09,Seg010,Seg011,Seg012,Seg013,Seg014,Seg015
2025-04-28 08:22:26,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[3.0886311531066895, -0.509358286857605]","[2.8555896282196045, -0.6454118490219116]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:26,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[3.0886311531066895, -0.509358286857605]","[2.8555896282196045, -0.6454118490219116]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:27,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[6.906710624694824, -1.1390128135681152]","[2.8555896282196045, -0.6454118490219116]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:28,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[3.5846850872039795, -0.5911645293235779]","[6.827777862548828, -1.543194055557251]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:29,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[3.5846850872039795, -0.5911645293235779]","[6.827777862548828, -1.543194055557251]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:30,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[4.269773006439209, -0.704145073890686]","[6.827777862548828, -1.543194055557251]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:31,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[6.906710624694824, -1.1390128135681152]","[6.827777862548828, -1.543194055557251]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:32,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[6.906710624694824, -1.1390128135681152]","[6.827777862548828, -1.543194055557251]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:33,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[6.906710624694824, -1.1390128135681152]","[6.827777862548828, -1.543194055557251]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:34,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[6.906710624694824, -1.1390128135681152]","[6.827777862548828, -1.543194055557251]","[2.1236672401428223, -0.6132494807243347]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:35,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[6.906710624694824, -1.1390128135681152]","[6.827777862548828, -1.543194055557251]","[2.1236672401428223, -0.6132494807243347]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:36,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[6.906710624694824, -1.1390128135681152]","[2.3905482292175293, -0.5403045415878296]","[2.1236672401428223, -0.6132494807243347]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:38,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[6.906710624694824, -1.1390128135681152]","[2.267298698425293, -0.5124480724334717]","[2.1236672401428223, -0.6132494807243347]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:39,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[2.888601779937744, -0.4763706922531128]","[6.827777862548828, -1.543194055557251]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:40,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[3.3182859420776367, -0.5472316145896912]","[3.2803633213043213, -0.7414179444313049]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:41,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[3.5846850872039795, -0.5911645293235779]","[6.827777862548828, -1.543194055557251]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:42,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[6.906710624694824, -1.1390128135681152]","[6.827777862548828, -1.543194055557251]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:43,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[6.906710624694824, -1.1390128135681152]","[6.827777862548828, -1.543194055557251]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:44,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[6.906710624694824, -1.1390128135681152]","[6.827777862548828, -1.543194055557251]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:45,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[1.52726411819458, 0.11002273112535477]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[6.906710624694824, -1.1390128135681152]","[6.827777862548828, -1.543194055557251]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:46,"[0.8992162942886353, 0.34475675225257874]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[1.52726411819458, 0.11002273112535477]","[2.012521982192993, 0.026316078379750252]","[6.992671012878418, -0.32023608684539795]","[6.961738586425781, -0.7308891415596008]","[6.906710624694824, -1.1390128135681152]","[6.827777862548828, -1.543194055557251]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:47,"[0.8797333240509033, 0.337287038564682]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[2.4482805728912354, -0.11212135851383209]","[6.961738586425781, -0.7308891415596008]","[6.906710624694824, -1.1390128135681152]","[6.827777862548828, -1.543194055557251]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
2025-04-28 08:22:48,"[0.8797333240509033, 0.337287038564682]","[6.6721343994140625, 2.117220163345337]","[6.785092353820801, 1.7211979627609253]","[1.2116022109985352, 0.2325046807527542]","[1.2231780290603638, 0.16085344552993774]","[3.122258186340332, 0.22492465376853943]","[3.13008189201355, 0.04092947766184807]","[6.992671012878418, -0.32023608684539795]","[3.113239049911499, -0.3268483281135559]","[3.0886311531066895, -0.509358286857605]","[6.827777862548828, -1.543194055557251]","[6.725214004516602, -1.9420340061187744]","[6.599373817443848, -2.3341526985168457]","[6.450692176818848, -2.7181923389434814]","[6.279684543609619, -3.092824697494507]"
